[empty],Version,Operating systems,Office suite,Developer,License,ECMA-376,ISO/IEC 29500:2008,Notes
DataViz Sheet To Go,11.000<ref name="dataviz" />,Palm OS  Windows Mobile  Symbian (UIQ  S80),Documents To Go,DataViz,[empty],[empty],[empty],[empty]
EIOffice Spreadsheet,2009  5.0.1272.101<ref name="eioffice" />,Windows  Linux,EIOffice,Evermore Software,[empty],[empty],[empty],Import only<ref name="eioffice" />
Gnumeric,1.8<ref></ref>,Linux  Unix  Windows,[empty],GNOME,[empty],[empty],[empty],Incomplete support
Go-oo Calc,3.0.0<ref name="go-oo" />,Windows  Linux  Unix  Mac OS X,Go-oo,Free software community,[empty],[empty],[empty],Import only
Google Docs,(current)<ref name="neowin.net"/>,Web application,Google Docs,Google,[empty],[empty],[empty],[empty]
IBM Lotus Symphony,1.3<ref name="symphony" />,Windows  Mac OS X  Linux,IBM Lotus Symphony,IBM,[empty],[empty],[empty],Import only
Kingsoft Office Spreadsheets,2009 <ref name="kingsoft" /> 6.3.0.1733,Windows,Kingsoft Office,Kingsoft,[empty],[empty],[empty],Import only beta support
LibreOffice,All versions,Windows  OS X  Linux  Unix  Android,[empty],The Document Foundation,[empty],[empty],[empty],[empty]
Microsoft Office Excel,2013  2011 for Mac,Windows  Mac OS X,Microsoft Office,Microsoft,[empty],[empty],[empty],[empty]
Microsoft Office Mobile Excel Mobile,6.1<ref name="msofice_mobile" />,Windows Mobile,Microsoft Office Mobile,Microsoft,[empty],[empty],[empty],[empty]
Microsoft Works Spreadsheet,9<ref name="msworks" />,Windows,Microsoft Works,Microsoft,[empty],[empty],[empty],[empty]
NeoOffice Calc,2.2.5<ref name="NeoOffice_File_Formats"></ref>,Mac OS X,NeoOffice,Patrick Luby and Edward Peterlin,[empty],[empty],[empty],[empty]
Numbers,'08<ref></ref>,Mac OS X,iWork,Apple Inc.,[empty],[empty],[empty],[empty]
ONLYOFFICE,5.2<ref name=":0" />,Web Application,ONLYOFFICE,Ascensio System SIA,Proprietary  AGPL,[empty],[empty],[empty]
OpenOffice.org Calc,3.0,Windows  Linux  Unix  Mac OS X,OpenOffice.org,OpenOffice.org,[empty],[empty],[empty],Import only
Quattro Pro,X4 (2008)<ref name="wordperfect_office" />,Windows,WordPerfect Office,Corel,[empty],[empty],[empty],Import only
StarOffice Calc,9<ref name="staroffice" />,Windows  Linux  Solaris,StarOffice,Sun Microsystems,[empty],[empty],[empty],Import only<ref name="staroffice-ooxml" />
Thinkfree Office Calc,<ref name="thinkfree" />,Windows  Mac OS X  Linux,Thinkfree Office,ThinkFree Corp,[empty],[empty],[empty],[empty]
[empty],Version,Operating systems,Office suite,Developer,License,ECMA-376,ISO/IEC 29500:2008,Notes
